squareMeters,numberOfRooms,hasYard,hasPool,floors,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,garage,hasStorageRoom,price
34713,6,0,1,27,6,2020,0,1,5767,398,1,"$3,475,991.00"
20395,9,0,1,24,1,2020,1,0,5170,381,1,"$2,041,658.00"
2599,8,1,0,85,9,2004,1,1,5566,989,1,"$267,488.40"
81472,10,1,1,16,7,2013,0,0,2042,526,0,"$8,157,989.30"
69945,9,0,0,77,8,2014,0,0,8796,924,0,"$6,998,212.40"
61139,9,0,1,94,2,2006,0,0,2336,225,1,"$6,127,221.60"
28899,7,1,0,20,9,2007,1,1,8771,907,0,"$2,892,484.70"
23210,5,0,0,1,10,2014,0,1,4166,608,1,"$2,321,968.40"
48670,4,1,1,53,8,2005,0,1,1372,755,1,"$4,874,367.50"
60256,10,1,0,68,3,2016,0,1,5123,569,1,"$6,033,836.60"
81902,9,0,0,85,8,2010,0,0,885,514,1,"$8,192,941.00"
22606,2,0,1,80,3,1998,1,1,2718,776,0,"$2,271,736.80"
56613,10,1,0,92,10,1990,1,0,5219,444,1,"$5,673,842.00"
54822,9,0,1,12,9,2016,1,0,9311,459,0,"$5,485,078.60"
46536,5,0,0,58,5,1997,1,0,1768,924,0,"$4,660,099.70"
61502,7,1,0,75,10,2019,0,0,6111,258,0,"$6,158,082.90"
42079,7,1,0,10,1,1991,0,0,3385,254,1,"$4,213,303.10"
1693,9,0,1,38,1,2006,0,0,2917,714,1,"$174,850.60"
28617,6,1,0,65,9,1995,0,1,6782,666,0,"$2,866,340.50"
94394,6,0,0,94,10,2006,0,1,8167,891,0,"$9,441,848.60"
71714,4,0,0,53,1,2006,1,0,8313,288,0,"$7,175,059.60"
28076,5,1,1,86,1,2014,0,1,6596,110,0,"$2,819,687.40"
88642,4,0,0,83,3,2001,0,0,2366,950,1,"$8,872,635.10"
99532,4,0,0,62,6,1993,1,0,3158,501,0,"$9,954,865.30"
70707,2,1,1,68,8,2011,0,1,7276,859,1,"$7,077,984.10"
68985,7,1,1,79,4,2017,0,1,5004,755,0,"$6,910,322.70"
20469,4,1,0,77,4,2003,0,0,3682,809,1,"$2,057,093.30"
64930,1,1,1,75,6,2001,1,1,4584,612,1,"$6,510,156.10"
47275,7,0,0,86,1,1990,0,1,5759,768,0,"$4,731,933.00"
88658,7,0,1,7,6,2015,1,0,7508,535,1,"$8,869,471.50"
51476,9,1,1,97,9,2017,0,0,1268,330,1,"$5,155,902.70"
15351,3,1,0,14,3,2003,0,1,6441,873,1,"$1,539,085.30"
66990,1,1,1,3,4,2011,0,1,8630,995,1,"$6,708,186.10"
99338,5,0,1,88,1,2007,1,1,7399,867,1,"$9,941,123.70"
18376,3,0,1,21,9,1997,0,1,5904,612,0,"$1,842,716.70"
16214,3,1,0,56,9,2015,1,1,9024,882,0,"$1,629,077.50"
42477,1,1,0,13,2,1991,1,0,5380,943,0,"$4,252,254.10"
1331,2,0,0,94,3,1996,1,1,5208,591,1,"$135,115.60"
32433,5,0,1,71,5,1999,1,1,5047,318,0,"$3,253,892.90"
16888,2,1,1,41,5,1996,0,0,4516,967,1,"$1,694,620.60"
45206,1,1,1,12,8,2014,0,0,2724,615,0,"$4,527,173.40"
77936,5,1,0,54,6,2001,0,0,3782,380,1,"$7,799,946.10"
52324,9,1,1,36,6,2009,1,1,487,690,0,"$5,240,655.90"
94565,9,0,0,95,1,2004,0,0,8133,213,0,"$9,463,275.40"
38273,8,0,1,26,3,2012,0,0,1451,618,0,"$3,832,850.20"
50109,3,0,1,13,2,2015,1,1,7101,846,0,"$5,016,997.50"
1887,5,0,1,28,9,2015,0,0,3200,594,0,"$194,035.50"
43891,7,0,1,23,9,2005,0,0,6242,634,1,"$4,394,008.50"
43621,10,0,0,62,9,2010,1,1,9613,902,0,"$4,364,041.00"
93924,9,0,0,38,3,1992,1,1,6396,588,1,"$9,396,009.20"
70589,4,1,1,7,5,2009,1,1,4554,739,1,"$7,065,959.90"
15729,2,0,0,94,2,1998,1,0,3260,480,1,"$1,575,961.80"
36849,4,0,1,52,4,1998,1,0,1892,678,1,"$3,689,400.80"
68365,2,0,0,82,5,2001,1,0,8576,663,1,"$6,841,624.10"
52478,2,0,1,22,6,1992,1,0,9916,428,0,"$5,252,648.20"
67012,8,0,0,76,9,2004,1,1,6796,248,1,"$6,707,398.40"
61335,8,0,1,13,4,2018,1,0,2805,104,0,"$6,137,391.80"
3535,4,0,1,16,8,1995,0,1,2341,962,1,"$358,689.50"
79620,10,0,0,63,4,2019,1,0,7652,150,1,"$7,965,223.90"
53596,5,1,1,97,4,2020,0,1,7636,847,0,"$5,369,695.00"
74621,8,1,0,17,3,2003,1,1,2857,313,0,"$7,468,927.30"
21749,3,1,1,49,10,2011,1,0,5405,502,1,"$2,181,457.10"
60899,9,1,1,64,7,2004,0,0,3350,735,1,"$6,099,761.40"
7957,5,1,0,66,5,2001,1,0,314,143,0,"$805,480.10"
35941,9,0,0,97,8,2001,1,0,3845,191,1,"$3,596,784.10"
97772,7,1,1,27,2,1993,1,1,7671,594,1,"$9,781,828.30"
66508,5,0,0,100,3,1990,1,1,5510,545,1,"$6,652,899.00"
30862,3,1,1,12,2,2001,1,0,3856,233,1,"$3,091,919.10"
25872,8,0,0,28,9,1991,1,0,1995,992,0,"$2,589,819.10"
81653,8,1,0,77,1,2007,1,1,827,685,0,"$8,173,862.70"
3261,7,0,1,32,9,2010,1,1,3937,969,0,"$330,590.00"
86301,8,0,1,13,1,2006,0,0,7729,125,1,"$8,634,295.60"
31810,2,0,0,20,4,1994,0,0,1413,137,0,"$3,183,159.40"
49386,8,0,1,76,2,1990,1,1,3940,376,1,"$4,943,038.00"
82353,5,1,0,98,9,2011,1,0,9983,612,1,"$8,238,845.10"
25998,3,1,1,99,6,2001,1,0,6471,196,0,"$2,618,078.10"
43120,2,1,1,58,5,1990,1,0,3887,854,1,"$4,322,504.00"
82202,6,0,1,59,2,2014,1,1,3857,326,0,"$8,227,582.40"
51966,2,1,1,27,10,1994,1,0,132,946,1,"$5,202,574.40"
74988,9,1,1,66,7,2012,0,0,7677,714,1,"$7,513,503.20"
35412,3,1,1,70,8,1994,0,0,4160,455,0,"$3,555,286.40"
18179,3,1,1,49,2,2004,0,0,3796,905,1,"$1,822,705.40"
35375,5,0,1,93,3,2006,0,0,9591,383,1,"$3,547,670.60"
75731,2,0,0,98,5,2017,0,0,9189,384,0,"$7,581,003.70"
40227,1,1,1,46,1,1997,1,1,1146,668,1,"$4,030,969.70"
93046,10,0,1,88,7,2000,1,1,9528,614,1,"$9,312,840.00"
16979,5,1,0,84,5,2012,0,0,4773,303,0,"$1,706,608.20"
45273,5,0,1,27,10,2007,0,0,139,992,0,"$4,535,019.70"
62247,2,0,0,68,4,2010,1,0,3823,907,1,"$6,231,793.00"
44913,7,0,0,39,9,2015,0,0,6521,652,1,"$4,493,550.50"
60745,4,0,1,85,6,2015,1,1,5075,936,1,"$6,084,063.50"
93571,6,1,0,38,9,2018,1,1,5674,995,0,"$9,361,586.80"
15186,2,0,0,73,8,2001,1,0,3742,763,1,"$1,523,188.10"
32024,4,0,1,13,10,2019,0,0,4896,920,1,"$3,207,302.90"
30579,7,0,0,98,4,2002,1,0,5664,268,1,"$3,064,236.20"
83117,6,1,0,1,6,1993,1,1,7867,382,1,"$8,314,925.30"
75189,6,0,0,53,4,2005,1,0,9457,465,1,"$7,523,363.50"
6121,6,1,0,31,1,2004,1,0,8341,560,0,"$618,710.40"
47554,4,1,1,53,4,2020,1,0,8783,688,1,"$4,765,507.00"
38525,7,1,1,18,3,2018,0,1,161,599,1,"$3,861,258.80"
76623,5,0,0,9,9,2001,0,0,1831,410,1,"$7,663,621.10"
56430,5,0,1,95,8,2013,1,0,4525,795,1,"$5,651,930.30"
89237,9,1,0,99,5,2004,0,0,1129,299,1,"$8,935,828.40"
42495,5,0,1,11,3,2008,0,0,6667,548,1,"$4,254,092.80"
2930,3,1,0,52,4,2002,1,1,1757,549,1,"$298,074.20"
34336,6,1,1,55,4,2013,1,0,1604,630,0,"$3,442,471.30"
39222,1,1,0,25,3,1991,1,0,4245,381,1,"$3,929,495.10"
36428,6,0,1,9,2,2015,1,1,3344,255,0,"$3,646,080.50"
9852,1,1,0,25,10,1990,1,1,6620,141,1,"$992,182.00"
27197,10,1,1,91,1,2021,1,1,9484,740,0,"$2,727,914.10"
30176,6,0,1,84,8,2011,1,0,8940,754,1,"$3,024,957.10"
40057,2,0,0,32,9,2020,0,1,2609,877,0,"$4,007,722.00"
54379,5,1,1,10,9,2012,0,0,8445,466,0,"$5,447,444.20"
35131,10,0,1,12,2,2001,1,0,4415,914,1,"$3,515,398.10"
30872,3,0,0,19,6,1992,1,0,5917,370,1,"$3,088,148.20"
94569,6,1,1,6,4,2000,1,1,848,939,0,"$9,464,117.00"
35714,1,1,0,52,9,1993,0,1,8094,240,1,"$3,578,983.30"
63182,10,0,1,91,5,1990,0,1,4465,469,0,"$6,326,321.00"
35122,4,0,1,76,1,1993,1,1,9919,390,1,"$3,519,372.30"
49171,2,1,1,78,5,2004,0,0,5815,515,0,"$4,931,736.40"
83780,1,1,0,6,10,2020,1,1,4012,656,1,"$8,382,464.00"
87781,10,1,1,44,9,2011,1,1,3052,933,1,"$8,789,651.10"
93437,9,1,0,36,7,2009,1,1,3370,850,0,"$9,350,312.90"
51477,1,1,1,26,9,2021,0,1,480,271,1,"$5,152,795.10"
33028,10,0,1,4,2,2016,0,0,6303,211,0,"$3,307,652.60"
78173,4,0,0,68,3,1996,0,0,3923,791,0,"$7,819,707.60"
85424,5,1,1,26,2,2005,1,0,6111,500,1,"$8,548,350.50"
41303,7,0,0,29,2,2021,0,0,2712,625,0,"$4,132,922.10"
96859,1,0,1,84,3,2020,1,0,8672,740,0,"$9,697,543.00"
43455,1,0,1,49,10,2010,0,0,5289,293,0,"$4,353,454.00"
66050,9,1,0,81,3,2018,1,0,7047,433,1,"$6,616,556.80"
56659,8,0,1,85,8,2012,0,0,3855,554,1,"$5,671,005.20"
58597,2,1,1,4,7,2021,1,0,2792,146,1,"$5,867,655.10"
78552,8,1,1,32,8,2008,0,0,8338,747,0,"$7,861,906.80"
36565,10,0,0,19,9,2007,0,0,4363,523,1,"$3,658,403.70"
97843,7,0,0,76,6,2012,1,0,2334,780,0,"$9,790,045.20"
49777,8,1,0,64,8,1990,0,1,1399,880,1,"$4,984,030.00"
94847,2,1,1,6,3,2001,0,1,9311,426,0,"$9,493,047.10"
5886,8,1,1,22,10,1991,1,0,3244,871,0,"$594,670.10"
85083,4,0,0,33,10,1994,1,1,1697,573,1,"$8,511,641.40"
60153,10,0,1,49,6,1994,1,0,1658,519,1,"$6,021,519.40"
13553,7,0,0,65,6,2017,1,1,5143,437,0,"$1,360,671.70"
90797,8,0,0,35,1,1998,0,1,1112,806,1,"$9,082,814.80"
66814,1,1,0,57,10,2018,0,1,95,351,0,"$6,684,800.80"
87182,6,1,1,11,3,2007,1,0,5422,204,0,"$8,723,444.70"
85184,6,1,0,12,2,2008,1,1,6650,415,1,"$8,522,151.80"
22216,3,1,0,21,10,2006,0,0,7509,963,1,"$2,227,097.60"
20967,5,1,1,66,2,2016,1,0,8214,118,1,"$2,103,788.60"
52948,7,1,1,10,9,1994,1,0,190,114,1,"$5,301,685.40"
69328,4,1,0,64,9,1997,1,0,3320,499,0,"$6,939,925.70"
8759,8,0,0,28,8,2003,1,0,2356,651,1,"$879,516.30"
83475,8,1,1,21,6,2003,1,1,8529,713,0,"$8,354,822.30"
68213,1,0,0,46,7,2018,1,1,5504,689,0,"$6,824,757.80"
37041,5,1,1,42,1,1990,1,1,5601,108,0,"$3,712,504.00"
45199,2,1,1,35,9,2017,0,0,6758,363,1,"$4,525,009.70"
64514,2,1,1,7,3,2018,1,0,4548,446,0,"$6,458,929.80"
55484,2,0,1,28,10,1996,1,1,3639,377,0,"$5,555,288.60"
74310,4,1,0,30,4,2004,0,0,8773,200,1,"$7,436,951.40"
75985,1,0,1,68,10,1994,0,0,6106,884,1,"$7,606,736.40"
90110,1,1,0,52,5,1998,1,0,8600,384,0,"$9,019,491.80"
77231,3,1,1,86,4,2008,0,0,7020,185,1,"$7,736,121.80"
33135,8,0,0,77,3,2014,1,1,5397,745,1,"$3,319,402.40"
25662,4,1,0,28,6,1992,0,0,5062,857,1,"$2,572,373.20"
3479,6,0,0,21,6,2016,1,0,6261,484,1,"$349,192.60"
91004,2,1,0,11,1,2009,1,1,1334,460,0,"$9,102,980.90"
41387,10,0,0,37,2,2008,0,0,5738,760,1,"$4,141,466.80"
82616,10,0,0,31,7,2003,0,0,7653,961,0,"$8,262,441.30"
40647,6,1,1,96,3,2007,0,1,8371,372,1,"$4,077,290.70"
9410,10,1,0,99,7,1994,1,0,7053,827,1,"$953,870.40"
81166,1,0,0,33,1,2017,1,0,3061,502,0,"$8,119,282.70"
21459,1,0,1,85,6,2005,1,1,5520,100,1,"$2,156,838.50"
94674,7,1,1,78,5,1991,1,1,8822,590,0,"$9,477,047.10"
76405,4,1,1,71,4,2009,0,1,2611,255,0,"$7,654,143.90"
59302,10,1,1,31,5,2007,1,0,4968,826,1,"$5,940,173.70"
5017,9,1,0,10,10,2005,1,0,7797,880,1,"$505,976.50"
45737,8,1,1,37,5,2011,1,0,7396,134,1,"$4,580,439.10"
77021,5,1,1,27,4,1990,1,1,5405,131,1,"$7,708,657.00"
37563,3,0,0,73,8,1994,0,1,7193,522,0,"$3,758,386.40"
32561,4,0,0,69,10,2016,1,1,5445,206,1,"$3,259,171.60"
97802,10,1,0,68,2,2021,1,1,8877,189,1,"$9,787,101.10"
40792,7,0,0,65,9,2018,1,0,7593,680,0,"$4,083,461.80"
96309,2,1,1,25,6,2011,1,1,6790,164,1,"$9,638,086.10"
34131,2,1,0,19,10,1991,0,1,3503,122,1,"$3,418,759.10"
7427,7,0,0,25,1,2011,1,0,637,878,1,"$743,576.10"
93132,2,1,1,35,9,1998,0,1,2064,315,1,"$9,320,824.80"
792,2,0,1,68,4,2016,1,1,9670,904,1,"$86,613.60"
87446,8,0,0,5,9,2006,1,0,777,217,1,"$8,745,320.60"
12664,2,1,1,27,3,1997,0,0,5096,332,0,"$1,276,391.70"
52101,4,1,1,96,4,1991,0,1,4434,829,1,"$5,223,673.10"
65052,6,0,0,25,7,1992,1,0,6382,976,1,"$6,507,074.20"
96526,7,0,0,97,2,1992,1,0,5207,553,0,"$9,657,476.20"
42943,2,1,1,82,5,1994,0,1,1203,294,1,"$4,303,486.40"
51518,10,0,1,67,2,1999,1,1,9542,124,1,"$5,160,065.90"
28311,5,0,0,25,6,2002,1,0,7463,157,0,"$2,833,875.20"
40081,7,0,0,21,6,2012,1,0,1731,359,1,"$4,009,410.20"
53020,9,0,1,79,6,1996,1,0,5586,637,0,"$5,309,888.60"
5740,5,0,1,66,8,2001,1,0,5294,276,0,"$578,196.10"
91472,8,1,0,30,2,2002,0,1,2505,123,1,"$9,154,295.20"
42820,2,1,0,58,10,2002,0,0,5629,885,0,"$4,284,262.20"
56105,5,1,0,26,8,2013,0,1,6193,425,1,"$5,615,435.30"
52370,8,1,1,68,5,2002,1,1,4829,293,0,"$5,249,769.20"
16998,8,1,1,90,4,2013,0,1,8630,569,0,"$1,711,614.30"
37394,1,0,1,50,8,2013,0,1,5502,369,0,"$3,747,668.30"
39092,7,0,0,39,10,2008,0,0,4754,728,1,"$3,912,190.80"
82310,9,1,0,21,6,2006,0,1,1244,527,0,"$8,235,493.60"
79576,5,0,0,24,6,2011,0,0,3003,895,0,"$7,958,981.10"
73717,9,1,1,39,9,2017,1,1,2569,449,0,"$7,380,635.70"
33851,1,1,0,72,4,2013,1,0,1297,944,0,"$3,390,907.30"
22878,4,0,1,50,2,2014,1,1,7075,885,0,"$2,293,660.40"
30352,8,0,1,32,8,1998,0,1,887,230,1,"$3,040,502.80"
75549,10,1,0,69,5,2013,1,1,72,708,1,"$7,561,347.30"
95568,3,1,0,73,10,2013,1,1,5347,819,1,"$9,566,990.30"
15180,6,0,0,6,6,2003,0,1,1867,614,1,"$1,518,916.30"
57582,8,0,0,55,1,2014,1,0,7345,385,0,"$5,762,906.40"
25112,9,0,0,99,5,1994,0,0,750,303,0,"$2,518,927.40"
12558,8,1,1,40,1,2014,1,0,2566,214,1,"$1,267,518.40"
43262,10,1,1,86,4,2016,0,1,310,677,1,"$4,338,500.60"
15334,10,1,0,43,5,1996,0,1,8275,266,1,"$1,535,869.60"
95409,8,0,0,78,3,2003,0,1,3890,796,1,"$9,544,720.30"
58704,7,1,1,53,2,1996,1,0,6928,440,1,"$5,883,585.60"
14213,5,0,1,32,4,2013,1,1,3651,745,0,"$1,428,141.30"
56007,8,0,1,81,9,2000,0,0,5027,104,0,"$5,604,820.00"
52330,10,1,1,64,1,2017,1,0,1888,705,1,"$5,245,987.70"
74986,9,1,1,94,5,1999,0,0,1878,766,1,"$7,510,238.90"
41043,7,0,0,78,10,1993,1,0,5723,603,1,"$4,105,841.30"
90374,4,0,1,24,3,2016,0,0,4161,102,0,"$9,043,292.60"
73664,8,0,0,96,2,2011,0,1,9940,617,0,"$7,368,733.10"
64693,3,1,0,10,3,2001,0,0,9194,352,1,"$6,472,400.10"
20743,8,1,0,15,5,2011,0,1,3648,835,1,"$2,080,020.10"
1719,10,1,1,31,4,2018,1,1,736,165,1,"$180,524.80"
61920,5,0,1,70,5,2000,0,1,127,867,0,"$6,198,911.00"
79047,7,1,0,58,1,1992,0,0,5833,309,0,"$7,913,249.20"
1344,9,0,0,10,1,2016,0,1,2060,605,0,"$135,751.60"
90170,10,0,1,23,4,2010,1,0,739,919,1,"$9,019,821.00"
92196,9,0,1,84,9,1992,1,0,3300,314,1,"$9,224,397.20"
5065,10,0,0,89,7,1997,1,1,5208,860,0,"$516,232.70"
7923,9,1,1,1,10,2001,1,1,7056,531,1,"$799,303.10"
80237,4,0,0,35,8,2006,1,1,6209,134,1,"$8,025,945.60"
63681,9,0,1,16,7,2005,0,0,1778,520,0,"$6,373,356.50"
33749,7,0,0,38,10,1991,1,0,5688,169,0,"$3,379,097.10"
98664,7,1,1,42,2,2003,1,1,3439,222,0,"$9,876,359.30"
7535,2,0,0,58,2,2012,1,1,5069,229,1,"$756,107.20"
29827,7,1,1,45,6,2013,1,1,8183,197,1,"$2,990,376.30"
39734,8,1,1,81,8,1992,0,0,3606,510,0,"$3,983,895.20"
1097,7,0,0,66,5,2020,1,0,2597,110,1,"$114,412.00"
79629,2,0,0,8,1,2009,1,1,5358,615,0,"$7,964,152.90"
61480,6,0,0,39,7,2021,1,0,2121,643,1,"$6,149,872.10"
89921,5,1,0,2,6,2008,1,0,7541,746,0,"$8,995,782.80"
78256,7,1,0,33,3,2006,1,1,5104,206,1,"$7,832,866.60"
2743,5,0,0,20,2,1996,1,1,8385,474,0,"$276,139.60"
33507,5,0,1,87,2,2013,0,0,221,418,0,"$3,360,225.30"
51859,3,0,0,60,8,2003,0,1,7275,572,0,"$5,190,340.30"
9145,4,1,0,59,5,2009,1,0,8147,841,0,"$919,003.90"
60072,3,1,1,81,1,2013,0,1,619,866,1,"$6,021,514.30"
33099,10,1,1,86,5,2020,1,1,7525,795,1,"$3,322,097.00"
48299,10,0,1,34,5,2010,0,1,1928,846,1,"$4,838,730.00"
72481,6,1,0,71,1,2021,0,1,9080,273,0,"$7,254,308.10"
65822,5,0,0,88,3,2006,0,1,5889,396,0,"$6,585,590.60"
40259,8,0,0,25,8,2003,0,0,2455,864,1,"$4,029,000.30"
43653,1,0,1,72,2,2012,1,1,5654,519,1,"$4,374,203.20"
44008,6,0,0,10,7,1992,0,0,894,817,1,"$4,402,299.20"
6578,1,0,1,27,4,2008,0,0,7746,346,0,"$662,084.80"
25210,3,1,0,34,1,1994,1,0,5454,147,0,"$2,525,784.40"
72580,2,1,1,84,2,1996,1,1,9378,409,0,"$7,269,915.60"
4722,6,0,0,99,1,1995,1,1,806,456,0,"$481,417.50"
52967,8,1,0,54,1,1990,1,1,9331,497,1,"$5,304,068.00"
48046,9,1,1,54,2,2015,1,0,7748,428,1,"$4,818,306.50"
58725,8,0,1,5,10,2018,0,0,8990,831,1,"$5,876,344.80"
80062,8,0,0,90,4,2011,0,0,1797,862,0,"$8,007,951.10"
87547,6,0,0,81,4,2008,0,0,7269,715,1,"$8,756,084.80"
10496,7,0,1,39,4,2007,1,1,7069,473,1,"$1,056,525.70"
53466,10,1,1,22,8,2007,1,0,6083,633,0,"$5,354,379.70"
81164,9,1,1,40,9,2005,0,0,2828,749,1,"$8,122,770.50"
12125,8,0,1,45,7,2004,0,0,8208,204,1,"$1,219,284.40"
73851,9,1,0,8,2,2007,1,0,1690,171,0,"$7,387,211.70"
9327,6,1,1,72,8,2001,1,0,193,651,1,"$942,653.10"
64000,9,0,1,85,6,2012,1,0,9149,389,0,"$6,407,878.20"
4840,10,1,1,70,7,1992,0,1,9078,739,1,"$497,373.20"
48164,6,0,1,36,6,2003,0,1,5361,995,1,"$4,819,035.30"
70087,2,1,1,81,6,2017,0,1,1736,601,0,"$7,025,221.70"
68609,1,1,0,74,4,2000,0,0,8794,912,1,"$6,870,074.00"
92037,9,1,1,66,3,1993,1,1,3416,762,1,"$9,216,204.30"
34477,10,1,0,24,10,1995,0,0,5761,472,0,"$3,454,533.50"
16009,2,1,1,32,10,1992,0,0,8617,360,1,"$1,609,358.20"
66061,4,1,0,61,7,1990,0,1,6571,670,0,"$6,613,492.00"
96142,7,0,1,79,7,2020,1,0,1962,832,1,"$9,622,454.00"
34341,1,0,0,81,5,2017,1,1,1765,727,0,"$3,440,578.70"
52576,5,0,1,16,5,2021,0,0,6790,563,1,"$5,260,049.10"
31149,6,1,0,81,10,2002,0,0,2821,468,0,"$3,122,865.20"
35958,4,1,0,52,1,1995,0,0,1555,362,0,"$3,602,301.50"
4114,8,1,0,14,8,1996,0,0,8440,961,1,"$415,562.60"
39995,5,0,1,79,4,2008,0,0,4683,111,1,"$4,003,367.80"
99227,1,1,1,82,5,1991,0,1,4052,397,0,"$9,936,021.10"
39337,1,0,1,53,7,2017,0,0,9298,185,1,"$3,939,660.70"
77980,3,1,1,60,5,2003,1,1,4579,469,1,"$7,808,460.30"
63092,9,1,1,84,6,2000,1,1,3993,405,1,"$6,319,624.00"
58974,9,0,0,78,9,2008,0,1,7758,278,0,"$5,904,218.80"
91156,10,0,1,47,5,2009,0,1,9405,842,0,"$9,120,679.90"
31045,9,1,0,35,9,1990,1,0,1750,404,0,"$3,109,000.00"
17012,6,0,0,6,4,1999,0,0,8324,189,0,"$1,702,289.90"
21258,5,1,1,30,6,1991,0,0,3175,298,0,"$2,131,166.10"
82808,5,0,0,7,2,2004,1,1,2185,459,1,"$8,282,112.40"
31696,1,0,0,57,6,2005,0,1,1062,562,0,"$3,172,950.50"
76262,5,1,1,86,9,2021,0,1,6248,307,1,"$7,636,698.10"
51127,6,0,0,41,6,2012,0,0,1888,818,1,"$5,116,713.20"
13092,9,1,0,11,2,2009,1,0,4448,567,0,"$1,312,532.90"
84722,5,1,1,51,3,1993,0,0,9686,318,0,"$8,479,242.30"
28787,3,1,0,83,7,2018,0,1,7495,618,0,"$2,889,198.80"
18436,5,1,1,6,9,2002,0,1,6212,811,1,"$1,852,147.20"
3426,10,1,0,11,8,1992,1,0,828,845,0,"$345,268.20"
27193,8,1,1,5,4,2016,1,1,2151,386,1,"$2,726,538.60"
85431,6,1,0,33,2,2016,1,0,8326,195,1,"$8,550,479.60"
11986,8,1,0,100,1,2014,1,0,1441,770,0,"$1,207,946.40"
77744,7,0,0,85,7,1990,0,1,3190,379,0,"$7,781,079.00"
41419,5,0,0,96,1,1992,0,0,8271,309,0,"$4,146,569.20"
88441,3,1,1,65,9,2014,1,0,6096,639,1,"$8,854,284.40"
6506,9,1,0,35,6,2002,1,1,9958,838,0,"$658,467.20"
61562,3,1,0,87,10,1991,1,0,32,873,0,"$6,164,454.10"
69355,5,0,1,93,6,2013,1,0,3625,796,1,"$6,942,882.30"
1453,3,1,1,5,1,2009,0,0,9078,286,0,"$152,267.90"
91524,4,1,1,83,9,2003,0,1,5349,400,0,"$9,157,838.30"
79375,10,1,0,6,7,2013,0,1,4513,222,0,"$7,942,261.30"
15940,6,0,0,15,2,1990,0,1,729,526,0,"$1,595,269.00"
36425,8,1,0,93,8,1996,1,0,6507,629,1,"$3,654,949.60"
83264,2,1,1,20,5,2021,1,1,3072,605,0,"$8,336,224.10"
26018,3,0,1,79,4,2002,0,0,5295,707,1,"$2,608,276.20"
52194,1,0,1,97,5,2017,0,0,2232,970,1,"$5,224,594.70"
72570,3,0,0,97,5,2014,1,1,9856,874,0,"$7,260,082.40"
88671,4,1,0,44,5,1997,0,1,4769,527,1,"$8,871,592.70"
3796,3,1,1,86,2,2004,1,1,4418,412,1,"$389,975.40"
94129,10,0,0,81,1,1998,0,1,6578,254,0,"$9,419,500.80"
60490,5,0,0,80,4,1998,0,1,2930,953,1,"$6,051,979.80"
10206,1,1,0,56,4,2007,0,0,6807,537,1,"$1,024,239.70"
14375,3,0,1,85,10,2019,0,0,9111,402,0,"$1,449,663.90"
42168,6,1,0,80,10,2013,0,1,8869,364,1,"$4,222,857.30"
46695,1,1,1,78,8,1997,0,0,2840,194,1,"$4,680,907.70"
1514,5,1,0,82,2,2001,0,1,1049,354,0,"$156,371.10"
24140,6,0,0,13,6,2014,0,0,8956,562,1,"$2,415,551.40"
68309,7,0,0,83,10,2006,0,1,1714,895,0,"$6,836,397.60"
59288,8,0,1,8,4,2021,1,0,4412,219,0,"$5,934,463.10"
99173,4,1,1,35,3,1992,1,0,4914,248,0,"$9,927,131.20"
20926,7,0,0,34,6,2011,0,0,2379,759,1,"$2,093,781.10"
22567,6,0,0,37,4,2000,0,1,3815,654,0,"$2,257,816.00"
31873,7,1,1,44,6,1997,1,0,9443,393,0,"$3,197,462.70"
83197,6,1,1,68,5,1997,1,0,4439,351,1,"$8,327,908.70"
57229,9,1,0,26,6,2001,1,1,3468,333,1,"$5,729,282.10"
68143,4,0,0,14,8,2018,0,0,2675,994,1,"$6,816,133.80"
21284,8,0,0,63,7,2010,0,0,1589,788,0,"$2,134,558.00"
90360,6,1,0,4,10,2003,0,1,4727,727,0,"$9,039,117.30"
83300,8,1,0,100,4,2001,0,0,3231,423,1,"$8,338,071.10"
79770,10,0,0,57,4,1997,0,0,8501,363,1,"$7,978,838.70"
31239,10,0,0,77,8,1992,1,0,6178,208,1,"$3,130,709.20"
49856,7,1,1,25,7,1997,1,1,7182,125,0,"$4,992,838.70"
24840,4,1,1,82,1,2002,0,0,3619,504,0,"$2,494,109.20"
52526,2,1,1,28,2,2008,1,1,211,485,0,"$5,261,013.80"
12797,1,1,0,26,3,2001,1,0,9030,961,1,"$1,284,541.10"
77128,8,0,0,79,9,1998,0,1,3383,269,1,"$7,721,041.80"
77708,3,0,1,95,7,2015,1,1,2635,546,0,"$7,778,998.50"
42509,4,0,1,83,7,2017,1,1,5212,179,1,"$4,260,579.70"
53436,8,1,1,1,2,2000,1,0,6009,178,1,"$5,352,131.00"
1344,10,0,0,56,6,2020,0,0,3576,404,1,"$140,104.00"
61911,4,0,0,89,3,2000,1,1,8178,410,0,"$6,200,711.00"
82247,7,1,1,34,3,1992,0,0,6593,402,1,"$8,231,274.20"
20447,4,0,1,99,4,2020,1,0,9134,642,1,"$2,056,119.00"
54645,1,0,0,23,4,2007,1,0,6195,645,1,"$5,466,135.70"
61453,2,1,1,86,4,2006,1,0,8951,558,1,"$6,152,438.60"
91978,10,0,1,6,10,1995,1,1,7355,815,1,"$9,201,430.50"
5826,4,0,1,80,8,2003,1,0,3606,922,1,"$590,397.30"
20486,10,0,1,17,7,2013,1,0,9303,876,0,"$2,052,565.30"
